sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,UBI,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,DESA TABAHI,2011.0,MINERAL,SMALLHOLDER,7.8,2.8,9085.0,1.0,,pupuk,input,pupuk,Urea,Rp/kg,1600,1600,kg ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,pupuk,input,pupuk,NPK,Rp/kg,2500,2500,kg ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Gramoxon,Rp/lt.,45000,45000,liter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,stump of cassava ,Rp/bunches of stumps,200,200,stumps,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667,41666.66666666667
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul,Rp/unit,50000,50000,unit,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Sprayer,Rp/unit,200000,200000,unit,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
,,,,,,,,,,,,,peralatan,input,peralatan,Parang,Rp/unit,40000,40000,unit,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,slash and/or burn,Rp/ps-day,45000,45000,ps-day ,30.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,herbicide application,Rp/ps-day,45000,45000,ps-day ,13.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,kowak (simple hoeing),Rp/ps-day,45000,45000,ps-day ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
,,,,,,,,,,,,,tk penanaman,input,tenaga kerja,Cassava,Rp/ps-day,45000,45000,ps-day ,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,manual weeding,Rp/ps-day,45000,45000,ps-day ,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,spraying,Rp/ps-day,45000,45000,ps-day ,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,fertilization,Rp/ps-day,45000,45000,ps-day ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,tk pemanenan,input,tenaga kerja,Cassava*),Rp/ps-day,45000,45000,ps-day ,102.22222222222221,97.62222222222222,93.22922222222222,89.03390722222221,85.02738139722221,81.20114923434721,77.54709751880158,74.05747813045551,70.724891614585,67.54227149192869,64.5028692747919,61.60024015742626,58.828229350342085,56.18095902957669,53.65281587324574,51.23843915894969,48.93270939679695,46.73073747394108,44.62785428761374,42.61960084467111,40.70171880666091,38.870141460361175,37.12098509464492,35.450540765385895,33.85526643094353,32.33177944155108,30.876849366681274,29.48739114518062,28.160458543647486,26.893237909183348
,,,,,,,,,,,,,working capital private,input,working capital private,Working Capital,,1,1,,17930833.333333336,-1959500.0000000019,-197685.0,-148789.17500000075,-220293.66212500073,-122180.44732937403,-174432.32719955407,-197032.87247557193,-149966.39321417361,96782.0944804661,-326773.09977115504,-180618.31028145365,-84740.48631878942,-159127.1644344423,-113766.44203489274,-18646.952143320814,-193757.83929687366,-99088.73652851395,145370.25661526807,-330371.404932417,-36304.69171045907,-92420.98058348894,-118712.03645723127,-75169.9948166553,-13173607.6677757,-13141820.322725793,-13083263.408203132,-12967791.554833991,-13105265.934866462,-12845553.967797471
,,,,,,,,,,,,,working capital social,input,working capital social,Working Capital,,1,1,,17930833.333333336,-1959500.0000000019,-197685.0,-148789.17500000075,-220293.66212500073,-122180.44732937403,-174432.32719955407,-197032.87247557193,-149966.39321417361,96782.0944804661,-326773.09977115504,-180618.31028145365,-84740.48631878942,-159127.1644344423,-113766.44203489274,-18646.952143320814,-193757.83929687366,-99088.73652851395,145370.25661526807,-330371.404932417,-36304.69171045907,-92420.98058348894,-118712.03645723127,-75169.9948166553,-13173607.6677757,-13141820.322725793,-13083263.408203132,-12967791.554833991,-13105265.934866462,-12845553.967797471
,,,,,,,,,,,,,utama,output,utama,Tuber yield of Cassava,Rp/kg,1200,1200,kg/ha,23000.0,21965.0,20976.575,20032.629125,19131.160814374998,18270.258577728124,17448.096941730357,16662.93257935249,15913.10061328163,15197.011085683956,14513.14558682818,13860.054035420912,13236.35160382697,12640.715781654757,12071.883571480294,11528.64881076368,11009.859614279314,10514.415931636744,10041.26721471309,9589.410190051001,9157.886731498706,8745.781828581265,8352.221646295107,7976.371672211828,7617.434946962296,7274.650374348992,6947.291107503287,6634.663007665639,6336.103172320685,6050.978529566254
